Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9,Level 10,Combined Name,Category / Use Case Name,Category / Use Case Description,Category/Use Case has children,Domain Owner,Deputy Domain Owner,Technical Architect,Product Name,Manufacturer,Product Description,Product Type,Product Version Name,Product Version,Product Version Description,Current Internal Phase,Emerging Phase,Emerging Start Date,Emerging End Date,Standard Phase,Standard Start Date,Standard End Date,Niche Phase,Niche Start Date,Niche End Date,Retiring Phase,Retiring Start Date,Retiring End Date,Retired Phase,Retired Start Date,Retired End Date,Non Standard Phase,Non Standard Start Date,Non Standard End Date,Under Review Phase,Under Review Start Date,Under Review End Date,Current Manufacturer Phase,Beta Phase,Beta Start Date,Beta End Date,Generally Available Phase,Generally Available Start Date,Generally Available End Date,Limited Available Phase,..,..,ExtVen (Uncat) Phase,..,..,ExtVen (Cat 1) Phase,..,..,ExtVen (Cat 2) Phase,..,..,ExtVen (Cat 3) Phase,..,..,…,…,…,End of Life Phase,End of Life Start Date,End of Life End Date,Obsolete Phase,Obsolete Start Date,Obsolete End Date
,,,,,,,,,,Application -> Digital Channels and Platforms -> Mobile -> Mobile - Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> Mobile -> Mobile - IOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> UI & Web App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> UI & Web App -> Component Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> UI & Web App -> Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> UI & Web App -> Framework - Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> UI & Web App -> Framework - Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> UI & Web App -> Thick Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> UI & Web App -> User Experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> UI & Web App -> Web Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> Web 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> Web 3.0 -> DLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> Web 3.0 -> W3 Application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> Web 3.0 -> W3 Interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> Web 3.0 -> W3 Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Digital Channels and Platforms -> Web 3.0 -> W3 Surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Development & Runtime Frameworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Discovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Discovery -> API Catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Discovery -> API Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Governance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Security -> API Authentication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Security -> API Authorisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> API (Application Programming Interface) -> API Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> Events Integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> Events Integration -> Events Broker Platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> Events Integration -> Event Discovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Application -> Integration -> Events Integration -> Event Stream Processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
